,헤드라인,레이블
357,"미세공정 기술로 생산성·전력효율 향상…SK하이닉스, 2세대 10나노급 D램 개...",1.0
358,"SK하이닉스, 대규모 블록딜에도 '꿋꿋'",1.0
359,"SK하이닉스, 유가증권시장 부문 한국IR대상 수상",1.0
360,삼성·SK 1Q 선방에도 반도체 업황 불안한 이유,0.0
361,"하이닉스, 11년만에 감산… 반도체 장기불황 공포",0.0
362,반도체 업황 악화에…SK하이닉스도 4분기 적자 가능성,0.0
363,SK하이닉스 사상 최고가…‘장밋빛 한 해’ 예감,1.0
364,"SK하이닉스, 디지털프론티어 등 3사 기술혁신기업 선정…후공정 분야까지 확대",1.0
365,"SK하이닉스, KAIST와 ‘AI 전략적 협업 MOU’ 체결",1.0
366,글로벌 시총 500위에 삼성전자·SK하이닉스 뿐,0.0
367,"SK하이닉스, 영업이익 3년 만에 최저…“4분기부터 감산”",0.0
368,SK하이닉스 2분기 영업이익 89% 급감,0.0
369,"SK하이닉스, 작년 실적 사상 최대… 4분기는 ‘어닝쇼크’",0.0
370,D램값 하락…SK하이닉스 `어닝쇼크`,0.0
371,"SK하이닉스, 용인 `반도체 클러스터` 큰산 넘었다",1.0
372,"SK하이닉스, 올해 설비투자 40% 축소",0.0
373,"SK하이닉스, 협력사에 284억 생산장려금 지원",1.0
374,"SK하이닉스, 협력사에 생산장려금 284억",1.0
375,"SK하이닉스, 사내협력사 생산장려금 284억 지급",1.0
376,"백경목 SK하이닉스 수석-이재만 다원산업 대표, 11월 대한민국 엔지니어상 수...",1.0
377,"SK하이닉스, 우수 엔지니어들 정년 없앤다",1.0
378,삼성전자·SK하이닉스 부진에 코스피 영업익 37% 급감,0.0
379,"SK하이닉스, 구호 요원들에게 5억대 물품키트",1.0
380,SK하이닉스-협력사 30곳 `에코 동맹`,1.0
381,수능 문제처럼…SK하이닉스 이색광고 `화제`,1.0
382,"SK하이닉스, 이미지센서 사업 '업그레이드'…R&D·라인 보강 이어 신기술 센서...",1.0
383,"中, 한국인 비자 발급 사실상 중단…삼성전자·SK하이닉스 ""애가 탄다""",0.0
384,"삼성전자-SK하이닉스, 작년 전세계 D램 시장 점유율 70% 넘어",1.0
385,SK하이닉스 1.2조 ‘상생플랜’…“반도체 코리아” 협력사와 동행,1.0
386,"SK하이닉스, 협력사와 기부",1.0
387,[SK하이닉스 3분기 실적발표]메모리 사이클 회복…내년 기대감 ‘업’,1.0
388,SK하이닉스 브랜드가치 10위→4위 `껑충`,1.0
389,SK하이닉스 1분기 영업익 8003억원…작년 1Q 이후 최대(상보),1.0
390,"SK하이닉스, 용량·생산성 높인 3세대 D램 개발",1.0
391,"SK하이닉스, 영업익 89%↓…""생산량 조절·경쟁력 강화로 혹한 버틴다""",0.0
392,"“반도체, 이천 특산품” SK하이닉스 이색 광고 화제",1.0
393,"실종 걱정 덜어주는 ‘행복 GPS’… SK하이닉스, 발달장애인도 보급",1.0
394,"SK하이닉스, 발달 장애 계층으로 배회감지기 무상 지원 확대",1.0
395,"삼성전자·SK하이닉스, 올해만 시총 20조 불었다",1.0
396,"SK하이닉스 TV광고, SNS서 열풍",1.0
397,하이닉스 `물 경영` 대상…CDP 코리아어워드 선정,1.0
398,"“삼성전자 1→2위, SK하이닉스 3→4위” 반도체 시장 전망",0.0
399,SK하이닉스도 어닝쇼크…1분기 영업익 69% 급락,0.0
400,SK하이닉스 ‘96단 4D 낸드' 세계 첫 개발…“낸드 사업 새 이정표”,1.0
401,새 역사 쓴 SK하이닉스… 세계 첫 96단 4D낸드 쾌거,1.0
402,“바닥찍고 반등” vs “적자 지속”… SK하이닉스 실적 ‘엇갈린 전망’,0.0
403,"SK하이닉스 사회적가치 비전…""친환경·상생 앞장""",1.0
404,반도체 광고 대박난 SK하이닉스,1.0
405,"SK하이닉스 ‘반도체, 세상 밖으로’ 광고 SNS 메가히트",1.0
406,[단독] SK하이닉스도 `반도체 학과` 만든다,1.0
407,"SK하이닉스, 협력사에 인센티브 284억 지급",1.0
408,"[시그널] SK하이닉스, 회사채 5,000억원 규모 발행",0.0
409,"1년간 4배 큰 SK하이닉스, 반도체 고점우려 씻어",1.0
410,SK하이닉스 평생교육사업 추진… 사회적 가치 창출 속도,1.0
411,"'반도체 악재' 뚫고…SK하이닉스, 분기 영업益 6兆 돌파",1.0
412,[주요기업 3분기 실적 발표] SK하이닉스 3분기도 '트리플 크라운',1.0
413,발달장애인에 GPS 달아주는 SK하이닉스,1.0
414,"‘반도체 의인화’ SK하이닉스 동영상, SNS서 메가히트",1.0
415,"""메모리 생산에 AI 도입"" 생산성 높이는 하이닉스",1.0
416,"[단독] SK, 중국 최대 투자사와 1兆 펀드 동맹",1.0
417,"삼성·SK하이닉스, 글로벌 낸드 점유율 동반 상승",1.0
418,장애인 자립돕는 `스마트팜` SK하이닉스도 힘 보탭니다,1.0
419,"SK하이닉스, 장애인 스마트농장에 25억 지원",1.0
420,"SK하이닉스, 中 출장 복귀자 전원에 10일 특별휴가…'철옹성' 쌓는 산업계",1.0
421,"잘나가는 SK바이오팜과 삼성바이오로직스, 같은 점 다른 점",1.0
422,“FHD 영화 124편 1초에 처리”…SK하이닉스 ‘HBM2E’ D램 개발,1.0
423,SK하이닉스 ‘10분기만에 최저 성적표’,0.0
424,"최태원 회장, SK(주) 이사회 의장서 물러난다",0.0
425,"SK하이닉스, ‘128단 4D 낸드’ 세계 첫 양산… “기술로 불황 돌파”",1.0
426,"SK하이닉스, 협력사 인센티브 확대한다",1.0
427,"SK하이닉스, 행복나눔기금 30억 기탁",1.0
428,"삼성·하이닉스 퇴직자들 ""우리도 퇴직금 더 달라"" 줄소송",0.0
429,"SK그룹 최태원 회장, 계열사 사장들에게 ""생존조건 확보해달라"" 주문",0.0
430,맥 못춘 삼성전자·SK하이닉스 주가,0.0
431,"SK하이닉스, 산학연구과제 우수발명 포상식",1.0
432,우수 엔지니어는 정년 없다…SK하이닉스의 '실리콘밸리式 실험',1.0
433,"SK하이닉스, 우수 엔지니어 정년 없앤다",1.0
434,작년 연봉인상 1위 ‘SK 하이닉스’… 평균 1억원 돌파,1.0
435,"삼성·하이닉스, 조단위 투자…반도체 장비 '낙수효과'",1.0
436,박성욱 SK하이닉스 부회장 ‘CEO 경영평가’ 1위,1.0
437,"SK하이닉스, 세계 최초 96단 ‘4D 낸드’ 개발",1.0
438,"SK 계열사들, 소상공인·중소 협력사 지원 나서",1.0
439,SK하이닉스 ‘96단 4D 낸드’ 개발… 크기 줄고 성능 높였다,1.0
440,SK하이닉스 ‘96단 4D’ 낸드플래시 개발,1.0
441,"3조들여 살린 하이닉스, 시총 59조로 성장…""보이는 손 필요한 때""",1.0
442,SK하이닉스 또 날았다… 3분기 영업益 6兆돌파 사상최대,1.0
443,용인 처인구 '하이닉스 효과'…1분기 땅값 상승률 전국 1위,1.0
444,"SK하이닉스 덕분에…용인 처인구, 1분기 땅값 상승률 1위",1.0
445,"반도체 이끌던 삼성전자, SK하이닉스와 처지 바뀌어",0.0
446,SK하이닉스 '반도체 브레인' 집결…창사 이래 최대 R&D센터 내달 열어,1.0
447,"中, 삼성·SK 불러다 ""트럼프에 협조말라"" 경고",0.0
448,"SK하이닉스 ‘공감선언’… “우수 엔지니어, 정년 후에도 업무”",1.0
449,"SK하이닉스, 정년 넘어도 일할 수 있는 회사 만든다",1.0
450,"SK하이닉스, 정년 넘어서도 일한다..상대평가도 폐지",1.0
451,"SK하이닉스 광고 ‘청주 직지편’, 유튜브 국내 조회수 1200만 돌파",1.0
452,SK하이닉스 용인공장 첫 관문 통과,1.0
453,1兆 무너진 SK하이닉스 감산·투자연기 특단대책,0.0
454,SK하이닉스 2분기 영업익 6376억 … 3년 만에 최악,0.0
455,"[이슈분석]삼성·SK하이닉스, 최첨단 D램 생산 채비 '착착'",1.0
456,"SK하이닉스, 사회적기업에 중고 PC·노트북 기증",1.0
457,SK하이닉스 色다른 사회공헌… S·H·E 전문가 육성!,1.0
458,"SK하이닉스, 업계 최고속 D램 ‘HBM2E’ 개발",1.0
459,SK하이닉스 ‘최악 어닝쇼크’… 1분기 영업益 ‘3분의 1토막’,0.0
460,"SK하이닉스, 서버·PC 등 1만대 기증",1.0
461,"영업이익률 첫 50%대… SK하이닉스 ""서버용 D램 초호황 계속된다""",1.0
462,"SK하이닉스, 협력사와 쌍방향 지식공유",1.0
463,"SK하이닉스 ""협력사와 쌍방향 지식공유""",1.0
464,"SK하이닉스, 반도체 노하우 협력사와 공유",1.0
465,유튜브서 핫한 `눈력자들`…SK하이닉스 광고 1천만뷰,1.0
466,"""너는 우주로 가라""...SK하이닉스, 반도체 광고 대박",1.0
467,"SK하이닉스, `한국IR대상` 수상",1.0
468,"SK하이닉스, 이천·청주 취약계층 돕기 성금 30억 기탁",1.0
469,D램·낸드플래시 수요 강세…SK하이닉스 주가 소폭 상승,1.0
470,"SK하이닉스, 中파운드리 사업 날개",1.0
471,"최고價 갈아치운 삼성전자·SK하이닉스… ""더 간다""",1.0
472,"SK하이닉스, 청년실업·中企 구인난 해결 나섰다",1.0
473,"SK하이닉스,1조2000억 투자해 반도체 생태계 강화 나선다",1.0
474,"美, 화웨이 옥죄기에… 삼성·SK, 반도체 못 팔까 초긴장",0.0
475,日보복 불똥…하이닉스 M&A까지 튀나,0.0
476,[이슈분석]SK 인사...'안정' '혁신' 동시에 꾀했다,1.0
477,"SK하이닉스 ""내년 메모리시장 변동 크지 않다""",1.0
478,"SK하이닉스, 128단 4D 낸드 양산…高사양 반도체로 승부",1.0
479,美 `화웨이 제재`에…삼성전자 미소·하이닉스 긴장,0.0
480,SK하이닉스 '폐기물 매립 제로' 인증,1.0
481,"SK하이닉스, 폐기물 매립 제로 인증",1.0
482,"日에 막혔던 `불산액`…SK하이닉스, 국산소재 첫 투입",1.0
483,삼성전자·SK하이닉스 코로나 이후 첫 성적표…'선방' VS '우려',0.0
484,SK하이닉스 또 신기록…10조 팔아 5조 벌어,1.0
485,"애플보다 더 좋다...SK하이닉스, 실적 신기록",1.0
486,"美·中·日 공세에 샌드위치 신세로…삼성·하이닉스, 시스템부문 강화",0.0
487,"SK하이닉스, 중고 ICT 자산 기증",1.0
488,[SK하이닉스 '통 큰 투자']20조 쏟아부은 청주 공장 … 21만8000명 고용창출 ...,1.0
489,"SK하이닉스, M15 준공…'D램 편중' 개선 통한 도약 기대",1.0
490,"SK하이닉스 ""협력사와 '반도체 환경문제' 해결""",1.0
491,"SK하이닉스, 독거노인 2000가구에 AI 스피커 무상 제공",1.0
492,"""온실가스 배출 40% 줄이겠다""…SK하이닉스 '지속가능 경영' 선언",1.0
493,"SK하이닉스, 협력사와 “반도체 환경 문제 해결”",1.0
494,"SK하이닉스, 데이터 사이언스 전문가 영입… 'AI 강화'",1.0
495,"SK하이닉스, 초·중생 대상 ‘SKHU 행복교실 2.0’",1.0
496,"보름만에 유튜브서 1370만뷰 돌파, 기록 깨는 SK하이닉스 `특산물편`",1.0
497,반도체에 `스토리` 입힌 SK하이닉스,1.0
498,성능 30% 높인 4D 낸드…SK하이닉스 세계 첫 개발,1.0
499,이석희 SK하이닉스 사장 “코로나19 긴장의 끈 놓지 말자”,0.0
500,"美, 화웨이 압박 커지는데… 삼성·SK 득? 실?",0.0
501,환경단체 '청정' LNG발전도 반대…반도체공장 증설 '발목 잡힌' SK,0.0
502,SK하이닉스에 신라젠까지 韓대표주 팔아치운 블랙록,0.0
503,"SK하이닉스 ""D램·낸드 가격 하락""...투자 숨고르기",0.0
504,"SK하이닉스, 또 역대 최고…현대차·LG전자도 '깜짝 실적'",1.0
505,삼성전자·하이닉스 주가 고공행진…‘코스피 시총의 30%’ 눈앞,1.0
506,"[정부-기업 고용창출 손잡았다]SK하이닉스, 일자리에 15兆 투자",1.0
507,SK하이닉스도 DDR5 D램 개발···기술격차 더 벌린다,1.0
508,"SK하이닉스 DDR5 D램 개발, 차세대 D램도 한국이 주도",1.0
509,"글로벌 시총 톱500, 삼성·SK하이닉스 뿐",0.0
510,최태원의 `혜안(慧眼)`에 바이오 순풍 탄 SK㈜,1.0
511,"SK하이닉스, '2차 협력사 맞춤형 컨설팅' 지원",1.0
512,SK하이닉스 96단 4D 낸드 세계 첫 개발,1.0
513,"96단 낸드플래시, SK하이닉스 개발 성공",1.0
514,"96단 4D낸드플래시, SK하이닉스 첫 개발",1.0
515,"日, 삼성 이어 SK하이닉스에도 에칭가스 수출 허가",1.0
516,기업용 SSD시장서도 하이닉스 존재감 쑥쑥,1.0
517,"SK하이닉스, 데이터센터용 차세대 ‘ZNS SSD’ 최초 시연 성공",1.0
518,세계 최초 72단 3D 낸드 SK하이닉스 개발 성공,1.0
519,반도체주 짧은 숨고르기...SK하이닉스 최고가,1.0
520,성과급 1700% 거부한 SK하이닉스 노조,0.0
521,"삼성·SK하이닉스, 반도체 매출 첫 100조원",1.0
522,SK하이닉스 영업益 '추락'…13분기 만의 최저 4726억,0.0
523,"SK하이닉스, 10분기만에 최악의 성적표…'생산조절' 돌입",0.0
524,"SK하이닉스 1분기 '어닝쇼크'···""하반기 공급조절로 회복""",0.0
525,"SK하이닉스, 72단 256Gb 3D 낸드플래시 개발",1.0
526,SK바이오팜 시총 포스코·KB금융 추월,1.0
527,"SK하이닉스 용인 반도체공장 심의 최종 통과…""반도체 코리아 위상 높일 것""",1.0
528,"하이닉스,용인 반도체단지 '9부 능선' 통과…""5년 뒤엔 생산 시작""",1.0
529,"SK하이닉스, 선임사외이사제 도입 투명성 강화",1.0
530,'투명경영' 날개 편 SK하이닉스,1.0
531,"韓 D램 35년…삼성 이어 SK하이닉스, 2세대 10나노시대 개막(종합)",1.0
532,"SK하이닉스, 2세대 10나노급 D램 개발",1.0
533,"박성욱 SK하이닉스 부회장 “협력사와 성과공유, 사회적 가치 창출”",1.0
534,"SK하이닉스, 구직 청년과 중기 연결하는 '청년희망나눔' 시행",1.0
535,"[단독] 삼성·하이닉스, 낸드 감산 검토",0.0
536,SK하이닉스 3분기 최악에도…반도체 빙하기 끝 보인다,0.0
537,SK하이닉스 ‘행복 GPS’ 발달장애인에게도 전해진다,1.0
538,SK그룹-백신 개발·유연시간제·상생펀드 등 새 안전망 구축,1.0
539,"[단독]SK하이닉스, 2018 성과급 연봉 85%…‘과장 연봉 1억 돌파’",1.0
540,이석희 SK하이닉스 사장 은탑산업훈장,1.0
541,"SK하이닉스, 분기영업익 5兆… ‘트리플 크라운’",1.0
542,"‘최대 실적’ SK하이닉스, 협력사에도 사상 최대 284억 인센티브",1.0
543,"SK하이닉스, 10개 상주 협력사에 상생장려금 284억 준다",1.0
544,"SK하이닉스, 삼각 클러스터 '반도체 굴기' 中 따돌릴 한 수",1.0
545,SK하이닉스 `청주 직지편` 이달의 유튜브 광고에 선정,1.0
546,"SK하이닉스도 반도체 직격탄…""영업익 2조 안될듯""",0.0
547,SK하이닉스 1분기 영업익 4조3673억…77% ↑,1.0
548,SK하이닉스·SK이노베이션 1분기 '깜짝 실적',1.0
549,SK이노·하이닉스 실적 “와우∼”,1.0
550,"美 ITC, SK하이닉스 메모리모듈 특허권 침해 여부 조사",0.0
551,SK하이닉스 D램도 초격차 전략 가속,1.0
552,SK하이닉스 ‘치매 극복의 날’ 공로 경찰청 감사패,1.0
553,SK하이닉스 ‘치매 노인 보호’ 경찰청 감사패 받아,1.0
554,"SK하이닉스, D램 점유율 30% 첫 돌파..차세대 `DDR5 D램`도 선점(종합)",1.0
555,‘반도체는 이천 특산물’… SK하이닉스 새 광고 또 히트 예감,1.0
556,"""반도체도 특산품""…SK하이닉스 새 광고 인기",1.0
557,"SK하이닉스, 경찰청과 '치매환자 실종 예방 협약' 체결",1.0
558,"SK하이닉스, 우수 엔지니어 60세 넘어도 일할 수 있다",1.0
559,"폐기물 90% 재활용, SK하이닉스 환경경영 인증",1.0
560,삼성전자·SK하이닉스 시총 세계 순위 ‘쑥’,1.0
561,`미래 반도체 꿈나무` 교육 늘리는 SK하이닉스,1.0
562,"[단독] 최태원, SK 이사회 의장서 물러난다",0.0
563,"SK하이닉스, 사내벤처 키워 ‘두 토끼’ 잡는다",1.0
564,"SK하이닉스, 사내벤처 키워 사회적가치 창출",1.0
565,SK이노·SKT·하이닉스 ‘12조3327억’,1.0
566,"SK하이닉스, 신공장 M15로 ‘낸드플래시 대약진’ 시동",1.0
567,SK하이닉스 'GPS 시계'로 지적장애인 실종 막는다,1.0
568,SK하이닉스 지난해 4분기 ‘어닝쇼크’…연매출 40조 사상최고,0.0
569,"日, 첫 수출허가…삼성·SK ""안심 금물, 공급 다변화 계속""",1.0
570,"SK하이닉스 ""사회적 가치 5조 창출""",1.0
571,"SK하이닉스 용인공장, 수도권정비위 심의 통과…급물살",1.0
572,"`미래車 기술` 무장 SK, 모빌리티 비전 제시",1.0
573,[단독] SK하이닉스 中에 사회적기업,1.0
574,"SK하이닉스, 日 에칭가스 수입 승인 받아… 불화수소 국산품 일부 생산 라인에...",1.0
575,삼성·SK ‘핵심소재 3종’ 걱정 연내 해소,1.0
576,SK하이닉스의 숨은 저력 `반도체 아카데미`,1.0
577,"SK하이닉스, 우수 엔지니어 60세 정년 없앤다",1.0
578,"SK의 파격 ""반도체 장인에 정년 없다""",1.0
579,"""삼성·하이닉스는 화웨이가 아니다""…국제사회 日수출규제 비판 확산",0.0
580,"`D램 치중` SK하이닉스, 지난해 영업益 2.9조…전년比 `7분의 1`토막",0.0
581,"SK하이닉스, 상생지원 기술혁신기업 3곳 선정",1.0
582,"[이슈분석] '新 메모리 전쟁'…인텔, 삼성-SK하이닉스 시장 '호시탐탐'",0.0
583,"SK하이닉스, 세계 최고 성능 그래픽 D램 개발",1.0
584,"SK하이닉스, 협력사 10곳에 생산장려금 284억원 지급",1.0
